shot_name,filename,speed_mph,vla_deg,hla_deg,total_spin_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,carry_yd,total_yd,rollout_yd,apex_ft,hang_time_s,landing_speed_mps,landing_angle_deg,initial_re,initial_spin_ratio,initial_cd,initial_cl,peak_cl,carry_only_yd
shot_5i_30,shot_5i_30.json,96.81,18.19,0.71,6358.2,17.49,6064.2,1911.0,129.5,131.8,2.2,48.4,4.28,23.48,34.86,118483.3,0.328220,0.227634,0.225130,0.268812,129.5
shot_6i_19,shot_6i_19.json,85.61,14.70,2.87,4622.8,10.94,4538.9,877.1,98.4,99.3,1.0,28.8,3.32,22.89,29.41,104776.4,0.269858,0.243007,0.287102,0.287102,98.4
shot_6i_20,shot_6i_20.json,78.84,9.70,-0.74,4288.8,-0.00,4288.8,-0.0,69.3,101.0,31.6,11.5,2.23,24.22,15.61,96487.2,0.271870,0.261574,0.282824,0.293463,69.3
shot_6i_21,shot_6i_21.json,91.87,17.75,0.67,5966.8,11.46,5847.9,1185.3,117.3,118.6,1.3,40.8,3.93,23.10,32.56,112434.3,0.324590,0.232345,0.224728,0.268222,117.3
shot_6i_22,shot_6i_22.json,76.88,7.65,14.36,3780.1,30.00,3273.7,1890.1,55.3,89.6,34.3,6.9,1.74,25.52,11.28,94085.4,0.245740,0.268499,0.318880,0.319321,55.3
shot_6i_23,shot_6i_23.json,86.70,15.37,2.75,4195.9,11.91,4105.6,865.6,103.5,107.2,3.7,35.9,3.60,22.64,35.43,106106.9,0.241865,0.240738,0.319281,0.319321,103.5
shot_6i_24,shot_6i_24.json,90.75,14.84,2.98,5270.3,14.94,5092.1,1358.6,107.9,108.2,0.3,30.6,3.45,23.78,27.04,111064.3,0.290235,0.233842,0.243109,0.272754,107.9
shot_9i_12,shot_9i_12.json,66.18,1.43,13.95,3095.8,30.00,2681.0,1547.9,8.9,50.0,41.0,0.2,0.28,28.15,1.73,80989.7,0.233795,0.320296,0.315343,0.315343,8.9
shot_9i_13,shot_9i_13.json,73.08,12.51,11.29,4978.8,21.31,4638.4,1809.5,59.5,57.1,-2.3,11.6,2.05,23.22,16.83,89438.4,0.340482,0.279513,0.226435,0.268000,59.5
shot_9i_14,shot_9i_14.json,87.13,22.10,0.34,5730.4,4.69,5711.2,468.2,111.1,115.1,4.0,49.4,4.15,22.06,40.45,106627.5,0.328706,0.239900,0.225184,0.268675,111.1
shot_9i_15,shot_9i_15.json,75.35,23.70,-1.27,6790.0,2.92,6781.2,346.1,84.8,100.1,15.2,40.2,3.67,19.73,39.57,92212.3,0.450373,0.285876,0.269316,0.311338,84.8
shot_9i_16,shot_9i_16.json,65.73,0.00,6.99,1782.9,30.00,1544.0,891.5,2.4,53.8,51.4,0.1,0.08,29.05,1.07,80445.6,0.135555,0.288957,0.183428,0.183428,2.4
shot_9i_17,shot_9i_17.json,79.41,14.92,16.37,4369.2,30.00,3783.8,2184.6,78.9,79.0,0.1,20.8,2.72,22.92,24.61,97178.2,0.274993,0.259717,0.275963,0.280731,78.9
shot_9i_18,shot_9i_18.json,74.62,23.60,2.52,6418.0,6.12,6381.4,684.4,83.8,97.5,13.7,38.8,3.62,19.74,39.06,91326.6,0.429824,0.282622,0.258864,0.311339,83.8
shot_lw_36,shot_lw_36.json,29.15,41.69,3.71,4205.1,0.00,4205.1,0.0,16.5,23.2,6.6,11.7,1.71,11.47,45.13,35677.9,0.720888,0.605825,0.054651,0.054651,16.5
shot_lw_37,shot_lw_37.json,42.76,36.37,5.46,5160.3,8.24,5107.0,739.5,30.6,39.4,8.7,20.0,2.25,14.75,44.01,52327.2,0.603165,0.641771,0.287640,0.287640,30.6
shot_lw_38,shot_lw_38.json,47.61,37.82,6.06,5608.6,5.60,5581.8,546.9,36.7,45.5,8.8,26.5,2.60,15.73,47.32,58260.0,0.588807,0.560541,0.287946,0.287946,36.7
shot_lw_39,shot_lw_39.json,15.19,29.00,1.86,3481.1,-0.00,3481.1,-0.0,4.2,7.5,3.3,1.8,0.67,6.56,29.70,18585.1,1.145635,0.543345,0.000000,0.000000,4.2
shot_lw_40,shot_lw_40.json,17.80,31.33,2.56,3617.2,-0.00,3617.2,-0.0,6.0,10.0,4.0,2.8,0.83,7.56,32.33,21785.7,1.015514,0.575650,0.000000,0.000000,6.0
shot_lw_41,shot_lw_41.json,23.82,25.81,0.34,3616.9,-0.00,3616.9,-0.0,9.4,16.7,7.3,3.5,0.93,9.95,27.05,29156.6,0.758739,0.474923,0.000000,0.000000,9.4
shot_lw_42,shot_lw_42.json,40.42,40.34,6.79,4336.8,12.64,4231.7,949.1,28.6,38.0,9.4,21.1,2.30,14.50,47.19,49471.8,0.536170,0.611001,0.289071,0.289071,28.6
shot_lw_43,shot_lw_43.json,37.53,21.80,7.56,3734.1,-0.00,3734.1,-0.0,20.2,33.8,13.6,6.6,1.32,14.17,25.18,45932.8,0.497229,0.587199,0.272538,0.272538,20.2
shot_lw_44,shot_lw_44.json,39.70,30.64,2.55,5258.6,0.00,5258.6,0.0,25.8,34.2,8.4,13.1,1.83,14.07,36.55,48582.7,0.662029,0.704274,0.280105,0.280105,25.8
shot_lw_45,shot_lw_45.json,31.72,32.10,1.83,4379.3,-2.83,4374.0,-216.6,17.7,26.0,8.3,8.9,1.49,12.20,35.55,38819.4,0.690002,0.639667,0.116035,0.116035,17.7
shot_lw_46,shot_lw_46.json,20.85,19.71,0.85,2793.0,0.00,2793.0,0.0,6.0,13.6,7.6,1.6,0.64,8.92,20.69,25514.2,0.669540,0.477924,0.000000,0.000000,6.0
shot_lw_50,shot_lw_50.json,18.51,47.07,6.77,4534.6,18.14,4309.3,1411.6,7.2,9.7,2.5,5.9,1.22,7.85,48.60,22650.9,1.224469,0.575854,0.000000,0.000000,7.2
shot_lw_51,shot_lw_51.json,32.18,29.45,9.63,5076.9,14.13,4923.3,1239.2,17.6,24.8,7.2,7.9,1.41,12.42,32.64,39380.4,0.788517,0.607679,0.123829,0.123829,17.6
shot_lw_52,shot_lw_52.json,31.04,52.00,-0.06,3964.7,15.12,3827.5,1033.9,17.8,23.4,5.6,18.2,2.13,12.21,55.77,37992.3,0.638273,0.617959,0.100489,0.100489,17.8
shot_pw_1,shot_pw_1.json,69.84,20.07,-0.58,3577.0,7.98,3542.3,496.5,67.1,69.4,2.3,25.9,2.76,20.37,33.80,85474.1,0.255959,0.299725,0.310942,0.310942,67.1
shot_pw_10,shot_pw_10.json,76.33,26.80,0.65,5988.6,4.90,5966.7,511.9,89.1,93.6,4.5,48.6,3.98,20.14,45.06,93415.5,0.392099,0.270413,0.239770,0.310365,89.1
shot_pw_11,shot_pw_11.json,76.26,27.35,-0.63,6296.3,5.22,6270.2,573.0,88.5,92.9,4.3,50.4,4.04,20.04,45.87,93324.9,0.412650,0.274916,0.249801,0.311339,88.5
shot_pw_2,shot_pw_2.json,53.25,24.98,0.23,4085.0,3.00,4079.4,213.9,43.7,60.3,16.6,18.6,2.33,17.05,33.82,65162.3,0.383432,0.414040,0.274598,0.294508,43.7
shot_pw_3,shot_pw_3.json,62.81,31.15,6.57,6128.8,6.31,6091.7,673.2,60.4,72.5,12.1,37.9,3.29,18.12,45.42,76871.8,0.487637,0.363744,0.274657,0.306075,60.4
shot_pw_4,shot_pw_4.json,40.09,4.84,16.41,2730.5,20.39,2559.4,951.4,6.3,31.1,24.8,0.4,0.33,16.92,5.43,49067.0,0.340369,0.551817,0.094652,0.094833,6.3
shot_pw_47,shot_pw_47.json,46.66,24.60,2.26,3699.1,-0.00,3699.1,-0.0,33.5,49.2,15.7,13.4,1.93,15.97,31.20,57108.3,0.396174,0.485209,0.279749,0.292350,33.5
shot_pw_48,shot_pw_48.json,46.55,25.52,3.83,4318.4,0.58,4318.2,43.5,33.6,47.2,13.6,14.3,1.98,15.78,32.50,56972.9,0.463607,0.512666,0.310725,0.311339,33.6
shot_pw_49,shot_pw_49.json,60.30,22.56,3.45,4043.8,4.96,4028.7,350.0,53.1,72.4,19.3,20.9,2.49,18.41,33.43,73793.9,0.335170,0.355247,0.246997,0.269939,53.1
shot_pw_5,shot_pw_5.json,28.68,9.00,7.19,2764.1,-0.00,2764.1,-0.0,5.6,18.5,12.9,0.7,0.42,12.25,9.61,35102.0,0.481631,0.505463,0.050281,0.050281,5.6
shot_pw_6,shot_pw_6.json,68.69,26.10,1.07,4148.8,8.23,4106.0,593.9,70.2,90.1,20.0,35.0,3.20,19.54,41.68,84067.5,0.301843,0.305830,0.226331,0.268000,70.2
shot_pw_7,shot_pw_7.json,76.85,25.20,3.72,6565.2,8.16,6498.7,931.8,89.1,104.8,15.7,45.8,3.91,20.00,42.56,94049.7,0.426955,0.277759,0.257345,0.311339,89.1
shot_pw_8,shot_pw_8.json,33.32,17.36,4.22,3183.4,-0.00,3183.4,-0.0,13.5,27.2,13.7,3.3,0.93,13.32,19.10,40777.8,0.477478,0.546180,0.173590,0.173590,13.5
shot_pw_9,shot_pw_9.json,76.60,28.64,4.92,7133.1,5.71,7097.7,709.7,87.4,100.9,13.6,54.0,4.12,19.97,47.08,93747.4,0.465384,0.288027,0.274333,0.305649,87.4
